model,accuracy,near_optimal_rate,avg_regret_mops,fixed_queue
best_fixed,0.5217391304347826,0.5217391304347826,59.81840413043478,sfq
random_forest,1.0,0.8260869565217391,0.0,
logistic_regression,0.6521739130434783,0.6521739130434783,36.996965217391306,
